millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
12209,-2,-1,-1,3,1,-2,-2,-2,0
12259,0,0,-4,-8,-6,-2,-2,-3,0
12310,0,0,-1,0,-1,-4,1,-3,0
12361,-2,-2,-1,2,-1,-2,-2,-3,0
12412,-2,-1,0,1,-5,-5,0,-2,0
12463,-3,-1,-3,-1,-4,-3,-3,-1,0
12520,1,2,-1,1,-2,0,-1,-1,0
12572,-2,1,-3,0,-1,2,0,1,0
12624,0,0,1,2,0,-3,-1,0,0
12674,-1,-1,-3,-4,-1,1,2,-2,0
12735,-2,-1,-3,0,1,1,-2,-1,0
12797,1,0,2,2,0,0,-1,-3,0
