millis,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,gesture
8315,4,5,16,7,27,-19,21,99,1
8365,6,-6,-27,-44,-42,31,42,24,1
8416,-8,3,2,-4,15,1,-49,-32,1
8466,-1,-2,7,8,1,-27,-13,0,1
8518,15,-3,-3,-6,22,5,2,17,1
8569,1,-2,-20,-24,-1,44,0,-11,1
8621,-4,1,11,11,-12,11,6,-21,1
8672,3,0,-6,-14,16,-9,15,2,1
8724,-1,1,-2,-7,-18,12,-17,3,1
8774,-7,-6,-5,-4,12,6,-4,-15,1
8826,4,3,23,30,17,-4,-3,9,1
8877,6,-2,-3,5,27,50,21,15,1
8928,-4,0,11,1,28,-8,6,14,1
8978,1,-6,-17,-14,9,-12,-5,19,1
9029,5,-2,-4,-1,-19,-12,2,4,1
9079,5,-3,-1,1,-3,0,7,-2,1
9130,-47,-4,-2,-3,-3,-6,-43,-2,1
9181,-10,-4,-4,-4,-11,1,4,-4,1
9233,8,-2,-10,-30,-35,-3,11,-2,1
9283,7,-1,0,1,1,0,2,-1,0
9334,22,0,-3,-3,-2,-2,2,-1,0
9385,-12,-1,-2,-3,1,-3,-3,-4,0
9436,-5,0,2,-6,-16,-3,-1,3,0
9487,-6,-1,-4,-4,-5,-1,-2,-2,0
9538,0,2,1,-2,-6,-1,-6,-1,0
9588,-1,-3,-6,-7,-11,-4,-4,-4,0
9638,-3,1,-1,5,2,0,0,2,0
9689,5,-1,-2,0,-7,0,0,-1,0
9740,1,-2,2,-1,-1,-1,0,1,0
9790,5,0,-1,2,-9,-11,-5,-1,0
9842,1,2,3,3,1,3,3,1,0
9892,-4,-1,-1,-13,-8,12,7,1,0
9943,6,-3,-9,-7,-2,-33,-45,-22,0
9994,-3,-2,-3,-2,-9,13,3,3,0
10044,0,0,1,19,0,-33,-16,14,0
10095,-11,-11,-29,-15,-33,-9,-34,-1,0
10147,-1,-3,-20,26,11,50,39,-10,0
10200,-1,4,24,35,-38,-31,8,-1,0
10250,-32,-15,-27,-32,10,-29,-44,-60,0
10301,7,-5,-16,-16,5,42,27,2,1
10352,17,-5,-31,-41,6,67,98,-92,1
10403,5,1,1,-1,4,99,72,63,1
10454,-9,6,21,25,24,-98,-13,48,1
10505,3,2,11,17,19,17,15,20,1
10556,9,1,2,6,-3,15,36,75,1
10607,1,1,-2,5,-3,16,50,-28,1
10658,9,1,0,7,23,33,35,-11,1
10709,-1,-2,4,-4,-1,-30,10,-13,1
10760,-28,-3,-14,-4,25,2,14,5,1
10812,-14,-8,-7,1,19,-54,-74,-18,1
10862,3,-2,0,4,-20,-19,1,21,1
10913,-3,-14,-58,-67,-9,0,21,45,1
10964,-1,1,1,-1,-7,-2,-8,-12,1
11015,0,-1,2,3,7,-17,5,-2,1
11066,0,1,2,-10,-8,38,41,15,1
11116,-2,-10,-20,-8,-35,-9,-23,-14,1
11167,3,1,1,2,1,8,-5,-8,1
11218,-5,-1,15,9,0,14,-10,11,1
11269,16,1,2,0,2,2,10,1,1
11319,17,5,3,-3,15,-8,-12,10,1
11371,49,4,-1,3,10,-5,-1,-9,1
11421,-15,-2,6,4,-4,3,15,17,0
11472,55,1,0,18,54,7,-11,-24,0
11522,81,11,-9,-9,3,4,48,11,0
11573,42,3,0,-8,1,-6,-10,3,0
11624,-39,4,2,-6,-6,1,25,4,0
11675,1,-14,-5,-19,-9,8,-7,3,0
11727,14,5,8,29,8,0,-2,3,0
11777,3,3,9,-3,-5,-2,-3,2,0
11828,-8,10,20,-23,-3,-3,-3,-6,0
11880,-4,-7,-17,-32,-22,-2,-2,-3,0
11931,-2,-1,1,9,15,-10,-3,1,0
11982,23,-2,-4,-3,-27,2,-11,-1,0
12034,-5,0,-8,10,24,0,5,3,0
12085,-1,-2,0,5,34,0,-10,-4,0
12135,-16,-8,-20,-25,-15,2,5,-1,0
12186,-7,-1,4,-1,-20,-4,-1,-2,0
12238,-4,-3,-1,-9,7,4,1,-3,0
12289,-4,-4,-2,23,17,4,-2,-1,0
12340,0,-4,-8,0,2,2,3,-4,0
12392,4,-3,-11,1,9,5,1,1,0
12442,-4,0,5,-2,-11,-2,-1,-1,0
12493,-5,-2,-6,2,0,4,6,-7,0
12544,-30,3,5,24,8,-5,-4,-2,0
12595,2,3,5,-10,-20,-2,-1,1,0
12646,20,-3,-20,-5,-10,-4,1,-1,0
12698,-6,-1,3,-12,-13,-12,-2,-2,0
12749,1,-2,5,-2,-20,0,-2,-1,0
12800,-1,2,11,-5,-17,17,37,2,0
12853,-1,2,7,21,-2,-12,-8,-4,0
12904,1,3,9,-3,10,-15,-12,2,0
12955,-4,-9,-14,15,-7,-8,-16,-3,0
13006,1,2,5,-2,2,1,-9,-2,0
13057,-1,1,0,-2,-11,4,-12,-2,0
13107,-2,-2,-3,-24,-7,-7,-31,-4,0
13158,0,1,2,-7,2,12,7,-1,0
13209,-1,-3,-6,-4,-3,-7,-8,1,0
13260,-1,-2,5,4,-1,1,-9,-3,0
13311,0,-2,-6,-2,5,2,1,-1,0
13362,0,0,4,4,2,-11,-2,-1,0
13413,-2,-2,10,3,17,-5,2,-2,0
13465,-5,-4,-12,-17,-32,-8,34,-7,0
13516,1,-2,-1,2,10,2,-11,-3,0
13567,-1,-3,-6,-6,-8,-6,1,4,0
13618,0,1,6,0,-14,-5,-3,-4,0
13669,-2,-2,-7,0,18,-5,1,-3,0
13720,0,0,0,-2,-5,0,1,-4,0
13771,-1,-2,-1,5,6,-6,-6,0,0
13822,-1,-3,-10,-3,-2,-2,-7,-2,0
13872,0,-1,2,-1,-5,2,9,-4,0
13923,-3,-2,-4,0,-11,-15,-3,-4,0
13974,-3,-2,-4,3,12,2,-7,2,0
14025,-1,-2,-11,-11,6,-5,-6,0,0
14076,1,2,7,9,16,13,0,1,0
14128,-1,0,2,0,6,6,5,0,0
14178,-1,-1,-4,1,1,-6,-8,-3,0
14230,-3,-3,-5,-11,-35,3,5,0,0
14281,1,0,4,20,2,-5,12,3,0
14332,-2,-3,-18,-11,7,1,3,2,0
14384,-2,0,2,2,5,2,2,0,0
14435,-1,-2,-13,3,4,-5,1,-2,0
14485,-2,2,5,7,30,-2,-16,-3,0
14536,-2,0,9,5,-15,9,-4,-6,0
14588,-1,-1,-4,1,1,2,0,-3,0
14641,-2,-4,-10,-8,-11,-3,-7,-1,0
14692,0,0,1,-5,5,3,-7,-2,0
14745,-2,-7,-7,2,-5,-9,2,-2,0
14797,0,1,4,0,-15,2,-2,1,0
14848,-2,-3,-5,-2,9,0,-4,-5,0
14900,1,1,1,-3,5,-3,3,-3,0
14961,0,0,-2,-12,6,-6,-3,3,0
15012,-2,-1,1,6,-13,-3,4,-1,0
